200
field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
ps_edchrev8_fluav,form_10a_ed_chart_review_active_surveillance,,radio,"Did the subject receive an influenza antiviral?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_fluavnum,form_10a_ed_chart_review_active_surveillance,,dropdown,"If yes, how many antivirals were received? ","1, 1 | 2, 2","influenza antivirals",,,,,"[ps_edchrev8_fluav] = '1'",,,,,,
ps_edchrev8_fluav1_name,form_10a_ed_chart_review_active_surveillance,,text,"Influenza Antiviral 1 Name",,,,,,,"[ps_edchrev8_fluavnum] >= '1'",,,,,,
ps_edchrev8_fluav1route,form_10a_ed_chart_review_active_surveillance,,radio,"Influenza Antiviral 1 Route:","1, PO | 2, IN | 3, IV",,,,,,"[ps_edchrev8_fluavnum] >= '1'",,,,,,
ps_edchrev8_fluav1date,form_10a_ed_chart_review_active_surveillance,,text,"Influenza Antiviral 1 Date Administered:",,(mm:dd:yyyy),date_mdy,,,,"[ps_edchrev8_fluavnum] >= '1'",,,,,,
ps_edchrev8_fluav1time,form_10a_ed_chart_review_active_surveillance,,text,"Influenza Antiviral 1 Time Administered:",,(hh:mm),,,,,"[ps_edchrev8_fluavnum] >= '1'",,,,,,
ps_edchrev8_fluav2_name,form_10a_ed_chart_review_active_surveillance,,text,"Influenza Antiviral 2 Name",,,,,,,"[ps_edchrev8_fluavnum] >= '2'",,,,,,
ps_edchrev8_fluav2route,form_10a_ed_chart_review_active_surveillance,,radio,"Influenza Antiviral 2 Route:","1, PO | 2, IN | 3, IV",,,,,,"[ps_edchrev8_fluavnum] >= '2'",,,,,,
ps_edchrev8_fluav2date,form_10a_ed_chart_review_active_surveillance,,text,"Influenza Antiviral 2 Date Administered:",,(mm:dd:yyyy),date_mdy,,,,"[ps_edchrev8_fluavnum] >= '2'",,,,,,
ps_edchrev8_fluav2time,form_10a_ed_chart_review_active_surveillance,,text,"Influenza Antiviral 2 Time Administered:",,(hh:mm),,,,,"[ps_edchrev8_fluavnum] >= '2'",,,,,,
ps_edchrev8_fluavdisc,form_10a_ed_chart_review_active_surveillance,,radio,"Did the subject receive a prescription for an influenza antiviral upon discharge?","0, No | 1, Yes | 99, Unknown | 97, N/A subject not discharged",,,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_fluavdiscct,form_10a_ed_chart_review_active_surveillance,,dropdown,"How Many?","1, 1 | 2, 2",,,,,,"[ps_edchrev8_fluavdisc] = '1'",,,,,,
ps_edchrev8_fluavdisc1,form_10a_ed_chart_review_active_surveillance,,text,"Antiviral 1:",,,,,,,"[ps_edchrev8_fluavdiscct] >= '1'",,,,,,
ps_edchrev8_fluavdisc2,form_10a_ed_chart_review_active_surveillance,,text,"Antiviral 2:",,,,,,,"[ps_edchrev8_fluavdiscct] >= '2'",,,,,,
ps_edchrev8_ab_ed,form_10a_ed_chart_review_active_surveillance,,radio,"Did the subject receive an antibiotic this visit?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_ab_ed_num,form_10a_ed_chart_review_active_surveillance,,dropdown,"If yes, how many antibiotics were received? ","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",antibiotics,,,,,"[ps_edchrev8_ab_ed] = '1'",,,,,,
ps_edchrev8_ab_ed1_name,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 1 Name",,,,,,,"[ps_edchrev8_ab_ed_num] >= '1'",,,,,,
ps_edchrev8_ab_ed1route,form_10a_ed_chart_review_active_surveillance,,radio,"Antibiotic 1 Route:","1, PO | 2, IM | 3, IV",,,,,,"[ps_edchrev8_ab_ed_num] >= '1'",,,,,,
ps_edchrev8_ab_ed1_indic,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 1 Indication",,,,,,,"[ps_edchrev8_ab_ed_num] >= '1'",,,,,,
ps_edchrev8_ab_ed1date,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 1 Date Administered:",,(mm:dd:yyyy),date_mdy,,,,"[ps_edchrev8_ab_ed_num] >= '1'",,,,,,
ps_edchrev8_ab_ed1time,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 1 Time Administered:",,(hh:mm),,,,,"[ps_edchrev8_ab_ed_num] >= '1'",,,,,,
ps_edchrev8_ab_ed2_name,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 2 Name",,,,,,,"[ps_edchrev8_ab_ed_num] >= '2'",,,,,,
ps_edchrev8_ab_ed2route,form_10a_ed_chart_review_active_surveillance,,radio,"Antibiotic 2 Route:","1, PO | 2, IM | 3, IV",,,,,,"[ps_edchrev8_ab_ed_num] >= '2'",,,,,,
ps_edchrev8_ab_ed2_indic,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 2 Indication",,,,,,,"[ps_edchrev8_ab_ed_num] >= '2'",,,,,,
ps_edchrev8_ab_ed2date,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 2 Date Administered:",,(mm:dd:yyyy),date_mdy,,,,"[ps_edchrev8_ab_ed_num] >= '2'",,,,,,
ps_edchrev8_ab_ed2time,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 2 Time Administered:",,(hh:mm),,,,,"[ps_edchrev8_ab_ed_num] >= '2'",,,,,,
ps_edchrev8_ab_ed3_name,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 3 Name",,,,,,,"[ps_edchrev8_ab_ed_num] >= '3'",,,,,,
ps_edchrev8_ab_ed3route,form_10a_ed_chart_review_active_surveillance,,radio,"Antibiotic 3 Route:","1, PO | 2, IM | 3, IV",,,,,,"[ps_edchrev8_ab_ed_num] >= '3'",,,,,,
ps_edchrev8_ab_ed3_indic,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 3 Indication",,,,,,,"[ps_edchrev8_ab_ed_num] >= '3'",,,,,,
ps_edchrev8_ab_ed3date,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 3 Date Administered:",,(mm:dd:yyyy),date_mdy,,,,"[ps_edchrev8_ab_ed_num] >= '3'",,,,,,
ps_edchrev8_ab_ed3time,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 3 Time Administered:",,(hh:mm),,,,,"[ps_edchrev8_ab_ed_num] >= '3'",,,,,,
ps_edchrev8_ab_ed4_name,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 4 Name",,,,,,,"[ps_edchrev8_ab_ed_num] >= '4'",,,,,,
ps_edchrev8_ab_ed4route,form_10a_ed_chart_review_active_surveillance,,radio,"Antibiotic 4 Route:","1, PO | 2, IM | 3, IV",,,,,,"[ps_edchrev8_ab_ed_num] >= '4'",,,,,,
ps_edchrev8_ab_ed4_indic,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 4 Indication",,,,,,,"[ps_edchrev8_ab_ed_num] >= '4'",,,,,,
ps_edchrev8_ab_ed4date,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 4 Date Administered:",,(mm:dd:yyyy),date_mdy,,,,"[ps_edchrev8_ab_ed_num] >= '4'",,,,,,
ps_edchrev8_ab_ed4time,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 4 Time Administered:",,(hh:mm),,,,,"[ps_edchrev8_ab_ed_num] >= '4'",,,,,,
ps_edchrev8_ab_ed5_name,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 5 Name",,,,,,,"[ps_edchrev8_ab_ed_num] >= '5'",,,,,,
ps_edchrev8_ab_ed5route,form_10a_ed_chart_review_active_surveillance,,radio,"Antibiotic 5 Route:","1, PO | 2, IM | 3, IV",,,,,,"[ps_edchrev8_ab_ed_num] >= '5'",,,,,,
ps_edchrev8_ab_ed5_indic,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 5 Indication",,,,,,,"[ps_edchrev8_ab_ed_num] >= '5'",,,,,,
ps_edchrev8_ab_ed5date,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 5 Date Administered:",,(mm:dd:yyyy),date_mdy,,,,"[ps_edchrev8_ab_ed_num] >= '5'",,,,,,
ps_edchrev8_ab_ed5time,form_10a_ed_chart_review_active_surveillance,,text,"Antibiotic 5 Time Administered:",,(hh:mm),,,,,"[ps_edchrev8_ab_ed_num] >= '5'",,,,,,
ps_edchrev8_dabx,form_10a_ed_chart_review_active_surveillance,,radio,"Did the subject receive a prescription for an antibiotic upon discharge?","0, No | 1, Yes | 99, Unknown | 98, N/A, Subject not discharged",,,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_abxquant,form_10a_ed_chart_review_active_surveillance,,dropdown,"How many?","1, 1 | 2, 2 | 3, 3",,autocomplete,,,,"[ps_edchrev8_dabx] = '1'",,,,,,
ps_edchrev8_dabx1name,form_10a_ed_chart_review_active_surveillance,,text,"Discharge Antibiotic 1 Name:",,,,,,,"[ps_edchrev8_abxquant] >= '1'",,,,,,
ps_edchrev8_dabx1indication,form_10a_ed_chart_review_active_surveillance,,text,"Discharge Antibiotic 1 Indication:",,,,,,,"[ps_edchrev8_abxquant] >= '1'",,,,,,
ps_edchrev8_dabx2name,form_10a_ed_chart_review_active_surveillance,,text,"Discharge Antibiotic 2 Name:",,,,,,,"[ps_edchrev8_abxquant] >= '2'",,,,,,
ps_edchrev8_dabx2indication,form_10a_ed_chart_review_active_surveillance,,text,"Discharge Antibiotic 2 Indication:",,,,,,,"[ps_edchrev8_abxquant] >= '2'",,,,,,
ps_edchrev8_dabx3name,form_10a_ed_chart_review_active_surveillance,,text,"Discharge Antibiotic 3 Name:",,,,,,,"[ps_edchrev8_abxquant] >= '3'",,,,,,
ps_edchrev8_dabx3indication,form_10a_ed_chart_review_active_surveillance,,text,"Discharge Antibiotic 3 Indication:",,,,,,,"[ps_edchrev8_abxquant] >= '3'",,,,,,
ps_edchrev8_chest,form_10a_ed_chart_review_active_surveillance,,radio,"Did the subject have a Chest X-ray or a Chest CT performed in the ED?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_chest_pulm,form_10a_ed_chart_review_active_surveillance,,radio,"Did it show a pulmonary infiltrate?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_edchrev8_chest] = '1'",,,,,,
ps_edchrev8_chest_consol,form_10a_ed_chart_review_active_surveillance,,radio,"Did it show consolidation?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_edchrev8_chest] = '1'",,,,,,
ps_edchrev8_chest_pleur,form_10a_ed_chart_review_active_surveillance,,radio,"Did it show pleural effusions?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_edchrev8_chest] = '1'",,,,,,
ps_edchrev8_chest_suspneum,form_10a_ed_chart_review_active_surveillance,,radio,"Did the radiologist indicate suspicion of pneumonia?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_edchrev8_chest] = '1'",,,,,,
ps_edchrev8_intub,form_10a_ed_chart_review_active_surveillance,,radio,"Was the subject intubated?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_bipap,form_10a_ed_chart_review_active_surveillance,,radio,"Did the subject receive BiPAP or CPAP?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_suppoxy,form_10a_ed_chart_review_active_surveillance,,radio,"When the subject left the visit, did they require supplemental oxygen?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_suppoxyqnty,form_10a_ed_chart_review_active_surveillance,,text,"If yes, how much? (L/min)",,"If measurement not in L/min mark as ""999"")",,,,,"[ps_edchrev8_suppoxy] = '1'",,,,,,
ps_edchrev8_suppoxyroute,form_10a_ed_chart_review_active_surveillance,,radio,"What was the route?","1, Nasal cannula | 2, Facemask/non-rebreather | 3, BiPAP/CPAP | 4, Intubated",,,,,,"[ps_edchrev8_suppoxy] = '1'",,,,,,
ps_edchrev8_death,form_10a_ed_chart_review_active_surveillance,,radio,"Did the subject die at this visit?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_deathdate,form_10a_ed_chart_review_active_surveillance,,text,"Date of Death:",,(mm:dd:yyyy),date_mdy,,,,"[ps_edchrev8_death] = '1'",,,,,,
ps_edchrev8_dxflu,form_10a_ed_chart_review_active_surveillance,"Did the subject have a final diagnosis of:",radio,Influenza?,"0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,dxs8ed,,
ps_edchrev8_dxviralsynd,form_10a_ed_chart_review_active_surveillance,,radio,"Viral Syndrome or Infection?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,dxs8ed,,
ps_edchrev8_dxpneumon,form_10a_ed_chart_review_active_surveillance,,radio,Pneumonia?,"0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,dxs8ed,,
ps_edchrev8_dxmi,form_10a_ed_chart_review_active_surveillance,,radio,"Myocardial Infarction?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,dxs8ed,,
ps_edchrev8_dxstroke,form_10a_ed_chart_review_active_surveillance,,radio,Stroke?,"0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '8'",,,,dxs8ed,,
ps_edchrev8_findxnum,form_10a_ed_chart_review_active_surveillance,,dropdown,"How many final ED diagnoses did the subject have?","1, 1 | 2, 2 | 3, 3 | 4, more than three",,,,200,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_findx1,form_10a_ed_chart_review_active_surveillance,,text,"Final ED Diagnosis Code 1",,,,,100,,"[ps_edchrev8_findxnum] >= '1'",,,,,,
ps_edchrev8_findx2,form_10a_ed_chart_review_active_surveillance,,text,"Final ED Diagnosis Code 2",,,,,,,"[ps_edchrev8_findxnum] >= '2'",,,,,,
ps_edchrev8_findx3,form_10a_ed_chart_review_active_surveillance,,text,"Final ED Diagnosis Code 3",,,,,,,"[ps_edchrev8_findxnum] >= '3'",,,,,,
ps_edchrev8_dispo,form_10a_ed_chart_review_active_surveillance,,radio,"What was the final subject disposition for this visit?","100, Admit | 101, Discharge | 102, Elope* | 103, Other","*elope includes elopement and left without being seen or against medical advice",,,,,"[edptchart_visitnumber] >= '8'",,,,,,
ps_edchrev8_dispoobs,form_10a_ed_chart_review_active_surveillance,,radio,"If this subject had a final disposition of discharge, at any time during this visit were they placed in observation?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_edchrev8_dispo] = '101'",,,,,,
ps_edchrev9_arrived,form_10a_ed_chart_review_active_surveillance,"ED Visit Duration (visit 9)",text,"Arrival Date:",,(mm:dd:yyyy),date_mdy,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_arrivet,form_10a_ed_chart_review_active_surveillance,,text,"Arrival Time:",,(hh:mm),time,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_departd,form_10a_ed_chart_review_active_surveillance,,text,"Departure Date:",,(mm:dd:yyyy),date_mdy,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_departt,form_10a_ed_chart_review_active_surveillance,,text,"Departure Time:",,(hh:mm),time,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_temp,form_10a_ed_chart_review_active_surveillance,"Physical Exam (visit 9)
Initial vital signs: (if not captured mark ""--"" if unknown use ""999"")",text,Temperature:,,"##.# (if unknown use ""999.9"")",number_1dp,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_pulse,form_10a_ed_chart_review_active_surveillance,,text,Pulse:,,"Beats Per Minute",number,40,200,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_rr,form_10a_ed_chart_review_active_surveillance,,text,"Respiratory Rate:",,"Breaths Per Minute",number,10,30,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_sbp,form_10a_ed_chart_review_active_surveillance,,text,"Systolic Blood Pressure:",,mmHg,number,60,200,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_o2s,form_10a_ed_chart_review_active_surveillance,,text,"Oxygen Saturation:",,%,number,70,100,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_o2sup,form_10a_ed_chart_review_active_surveillance,,radio,"Was oxygen supplementation given at this time?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_o2sup_l,form_10a_ed_chart_review_active_surveillance,,text,"How much? (L/min)",,"(if measurement is not in L/min mark ""999"")",number,,,,"[ps_edchrev9_o2sup] = '1'",,,,,,
ps_edchrev9_o2sup_r,form_10a_ed_chart_review_active_surveillance,,radio,"What was the route?","1, Nasal cannula | 2, Facemask/non-rebreather | 3, BiPAP/CPAP | 4, Intubated",,,,,,"[ps_edchrev9_o2sup] = '1'",,,,,,
ps_edchrev9_phare,form_10a_ed_chart_review_active_surveillance,,radio,"Pharyngeal Erythema?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_cervl,form_10a_ed_chart_review_active_surveillance,,radio,"Cervical lymphadenopathy?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_ams,form_10a_ed_chart_review_active_surveillance,,radio,"Altered mental status or confusion?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_ph,form_10a_ed_chart_review_active_surveillance,"Laboratory: (visit 9)
Please insert the following laboratory values (if obtained during this visit).  Use the first set of laboratory values obtained: (if unknown or not obtained, use ""999"")",text,pH:,,,number,4,10,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_bun,form_10a_ed_chart_review_active_surveillance,,text,BUN:,,mg/dL,number,6,20,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_sodium,form_10a_ed_chart_review_active_surveillance,,text,Sodium:,,mEq/L,number,135,145,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_glucose,form_10a_ed_chart_review_active_surveillance,,text,Glucose:,,mg/dL,number,70,180,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_hemocr,form_10a_ed_chart_review_active_surveillance,,text,Hematocrit:,,%,number,20,70,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_flutesting,form_10a_ed_chart_review_active_surveillance,,radio,"Did the subject receive influenza testing?","0, No | 1, Yes | 99, Unknown",,,,,,"[edptchart_visitnumber] >= '9'",,,,,,
ps_edchrev9_flutests,form_10a_ed_chart_review_active_surveillance,,dropdown,"How many influenza tests did the subject recieve?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7",,,,,,"[ps_edchrev9_flutesting] = '1'",,,,,,
ps_edchrev9_flut1_name,form_10a_ed_chart_review_active_surveillance,"For each influenza test, specify the test name, type, result, and the time the test collected and resulted:",text,"Test 1 Name",,,,,,,"[ps_edchrev9_flutests] >= '1'",,,,,,
ps_edchrev9_flut1_testtype,form_10a_ed_chart_review_active_surveillance,,radio,"Test 1 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_edchrev9_flutests] >= '1'",,,,,,
ps_edchrev9_flut1_testsp,form_10a_ed_chart_review_active_surveillance,,text,"Test 1 Type, other specify",,,,,,,"[ps_edchrev9_flut1_testtype] = '5'",,,,,,
ps_edchrev9_flut1_res,form_10a_ed_chart_review_active_surveillance,,radio,"Test 1 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_edchrev9_flutests] >= '1'",,,,,,
ps_edchrev9_flut1_cold,form_10a_ed_chart_review_active_surveillance,,text,"Test 1 Collection date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_edchrev9_flutests] >= '1'",,,,,,
ps_edchrev9_flut1_colt,form_10a_ed_chart_review_active_surveillance,,text,"Test 1 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_edchrev9_flutests] >= '1'",,,,,,
ps_edchrev9_flut1_resd,form_10a_ed_chart_review_active_surveillance,,text,"Test 1 Result date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_edchrev9_flutests] >= '1'",,,,,,
ps_edchrev9_flut1_rest,form_10a_ed_chart_review_active_surveillance,,text,"Test 1 Result time  (24-hour clock)",,(hh:mm),time,,,,"[ps_edchrev9_flutests] >= '1'",,,,,,
ps_edchrev9_flut1_typing,form_10a_ed_chart_review_active_surveillance,,radio,"Was influenza typing performed?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_edchrev9_flut1_res] = '2'",,,,,,
ps_edchrev9_flut1_typsp,form_10a_ed_chart_review_active_surveillance,,text,"If yes, please specify influenza type:",,,,,,,"[ps_edchrev9_flut1_typing] = '1'",,,,,,
ps_edchrev9_flut2_name,form_10a_ed_chart_review_active_surveillance,,text,"Test 2 Name",,,,,,,"[ps_edchrev9_flutests] >= '2'",,,,,,
ps_edchrev9_flut2_testtype,form_10a_ed_chart_review_active_surveillance,,radio,"Test 2 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_edchrev9_flutests] >= '2'",,,,,,
ps_edchrev9_flut2_testsp,form_10a_ed_chart_review_active_surveillance,,text,"Test 2 Type, other specify",,,,,,,"[ps_edchrev9_flut2_testtype] = '5'",,,,,,
ps_edchrev9_flut2_res,form_10a_ed_chart_review_active_surveillance,,radio,"Test 2 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_edchrev9_flutests] >= '2'",,,,,,
ps_edchrev9_flut2_cold,form_10a_ed_chart_review_active_surveillance,,text,"Test 2 Collection date",,(mm/dd/yyyy),date_mdy,,,,"[ps_edchrev9_flutests] >= '2'",,,,,,
ps_edchrev9_flut2_colt,form_10a_ed_chart_review_active_surveillance,,text,"Test 2 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_edchrev9_flutests] >= '2'",,,,,,
ps_edchrev9_flut2_resd,form_10a_ed_chart_review_active_surveillance,,text,"Test 2 Result date",,(mm/dd/yyyy),date_mdy,,,,"[ps_edchrev9_flutests] >= '2'",,,,,,
ps_edchrev9_flut2_rest,form_10a_ed_chart_review_active_surveillance,,text,"Test 2 Result time (24-hour clock)",,(hh:mm),time,,,,"[ps_edchrev9_flutests] >= '2'",,,,,,
ps_edchrev9_flut2_typing,form_10a_ed_chart_review_active_surveillance,,radio,"Was influenza typing performed?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_edchrev9_flut2_res] = '2'",,,,,,
ps_edchrev9_flut2_typingsp,form_10a_ed_chart_review_active_surveillance,,text,"If yes, please specify influenza type:",,,,,,,"[ps_edchrev9_flut2_typing] = '1'",,,,,,
ps_edchrev9_flut3_name,form_10a_ed_chart_review_active_surveillance,,text,"Test 3 Name",,,,,,,"[ps_edchrev9_flutests] >= '3'",,,,,,
ps_edchrev9_flut3_testtype,form_10a_ed_chart_review_active_surveillance,,radio,"Test 3 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_edchrev9_flutests] >= '3'",,,,,,
ps_edchrev9_flut3_testsp,form_10a_ed_chart_review_active_surveillance,,text,"Test 3 Type, other specify",,,,,,,"[ps_edchrev9_flut3_testtype] = '5'",,,,,,
ps_edchrev9_flut3_res,form_10a_ed_chart_review_active_surveillance,,radio,"Test 3 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_edchrev9_flutests] >= '3'",,,,,,
ps_edchrev9_flut3_cold,form_10a_ed_chart_review_active_surveillance,,text,"Test 3 Collection date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_edchrev9_flutests] >= '3'",,,,,,
ps_edchrev9_flut3_colt,form_10a_ed_chart_review_active_surveillance,,text,"Test 3 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_edchrev9_flutests] >= '3'",,,,,,
ps_edchrev9_flut3_resd,form_10a_ed_chart_review_active_surveillance,,text,"Test 3 Result date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_edchrev9_flutests] >= '3'",,,,,,
ps_edchrev9_flut3_rest,form_10a_ed_chart_review_active_surveillance,,text,"Test 3 Result time  (24-hour clock)",,(hh:mm),time,,,,"[ps_edchrev9_flutests] >= '3'",,,,,,
